artist_names,track_name,lyrics,r,g,b
Aimyon,愛を伝えたいだとか,"健康的な朝だな こんな時に君の""愛してる""が聞きたいや 揺れるカーテン 少し浮いた前髪も すべて心地いいさ それに割れてしまった目玉焼き ついてないなあ バランスをとっても溢れちゃうや 少し辛くて 少し酸っぱくて 甘ったるかったりさ とりあえず今日は バラの花に願い込めてさ 馬鹿な夢で踊ろう 愛を伝えたいだとか 臭いことばっか考えて待ってても だんだんソファに沈んでいくだけ 僕が明日良い男になるわけでもないからさ 焦らずにいるよ 今日は日が落ちる頃に会えるの？ ""完璧な男になんて惹かれない""と 君が笑ってたから悔しいや 腐るほどに話したいこと沢山あるのにな 寂しいさ 結局のところ君はさ どうしたいの？ まじで僕に愛される気あんの？ 雫が落ちてる 窓際目の際お気に入りの花 とりあえず今日は 部屋の明かり早めに消してさ どうでもいい夢を見よう 明日は2人で過ごしたいなんて 考えていてもドアは開かないし だんだんおセンチになるだけだ僕は 愛が何だとか言うわけでもないけど ただ切ないと言えばキリがないくらいなんだ もう嫌だ ろうそく炊いて バカでかいケーキがあっても 君が食いつくわけでもないだろう 情けないずるい事ばかりを 考えてしまう今日は バラの花もないよ 汚れてるシャツに履き慣れたジーパンで 愛を伝えたいだとか 臭いことばっか考えて待ってても だんだんソファに沈んでいくだけ 僕が明日良い男になるわけでもないからさ 焦らずにいるよ 今日は日が落ちる頃に会えるの？ 한국어로 번역",203.0,32.0,46.0
"Charlie Puth, Jung Kook, BTS",Left and Right (Feat. Jung Kook of BTS),"Memories follow me left and right I can feel you over here, I can feel you over here You take up every corner of my mind (what you gon' do now?) Ever since the d-day y-you went away (no, I don't know how) How to erase your body from out my brain (what you gon' do now?) Maybe I should just focus on me instead (but all I think about) Are the nights we were tangled up in your bed Oh no (oh no) Oh no (oh no) You're goin' 'round in circles Got you stuck up in my head, yeah Memories follow me left and right I can feel you over here, I can feel you over here You take up every corner of my mind Your love stays with me day and night I can feel you over here, I can feel you over here You take up every corner of my mind (what you gon' do now?) Ever since the d-day y-you went away (someone tell me how) How much more do I gotta drink for the pain (what you gon' do now?) You did things to me that I just can't forget (now all I think about) Are the nights we were tangled up in your bed Oh no (oh no) Oh no (oh no) You're going 'round in circles Got you stuck up in my head, yeah Memories follow me left and right I can feel you over here, I can feel you over here You take up every corner of my mind (of my mind) Your love stays with me day and night I can feel you over here, I can feel you over here You take up every corner of my mind (what you gon' do now?) Did you know you're the one that got away? And even now, baby, I'm still not okay Did you know that my dreams, they're all the same Every time I close my eyes? Memories follow me left and right I can feel you over here, I can feel you over here You take up every corner of my mind (what you gon' do now?) Your love stays with me day and night I can feel you over here, I can feel you over here You take up every corner of my mind (what you gon' do now?) (Whoa) I can feel you over here, I can feel you over here You take up every corner of my mind (what you gon' do now?) 한국어로 번역",221.0,220.0,218.0
Lim Young Woong,London Boy,"꿈에 그리던 그곳 난 여기 있어 저 푸른 바다 위로 널 닮은 하늘 I'm in London oh, I'm in London, yeah 드넓은 공원 안에 널 담은 향기 가는 모든 곳마다 난 네가 보여 I'm in London, yeah, I'm in London, oh 나지막한 소리가 들려와 수많은 별들 사이 너에게 Baby, baby, baby, my baby 세상 누구보다 널 사랑해 모든 힘 다해 너를 불러 Hold me tight baby, you're my everything 널 만나고 난 변했어 세상 누구보다 널 사랑해 모든 힘 다해 너를 불러 I'm in London, London boy Oh, oh no, no, no London boy, yeah 셰익스피어, 처칠, 비틀즈, 숀 코네리 해리포터, 데이비드 베컴 모든 게 있어 (모든 게 있어) Baby, you are my London girl 행복은 너와 함께 즐기는 거야 내 모든 걸 다 줘도 아깝지 않아 너는 내게 oh 그런 사람 oh 나지막한 소리가 들려와 수많은 별들 사이 너에게 Baby, baby, baby, my baby 세상 누구보다 널 사랑해 모든 힘 다해 너를 불러 Hold me tight baby, you're my everything 널 만나고 난 변했어 세상 누구보다 널 사랑해 모든 힘 다해 너를 불러 I'm in London, London boy 널 만나고 내가 변했다 Ah, I'm London boy, ooh Baby, baby, baby my baby 세상 누구보다 널 사랑해 모든 힘 다해 너를 불러 Hold me tight baby, you're my everything 널 만나고 난 변했어 세상 누구보다 널 사랑해 모든 힘 다해 너를 불러 I'm in London, London boy La la la la la la la la La la la la la la la la La la la la la la la la I'm in London, London boy La la la la la la la la (yeah) La la la la la la la la (yeah, yeah) La la la la la la la la (London boy) London boy, London boy",236.0,234.0,227.0
Lim Young Woong,Polaroid,"별들이 짙던 밤 하늘에 약속한 고백 아직도 맘에 당연하듯 남아 있어요 어제 일같이 선명하네요 가슴 저리는 게 사랑이 아니라 그 누가 뭐라던가, 오 심장이 뛰는데 아프게 뛰는데 이게 사랑인 거야 운명 같은 밤 너를 만나 영원하자고 외쳤던 그 밤 네가 날 잊어도 난 널 꺼내 볼 테니까 언제나 내 맘속 사진첩 한 켠엔 그대가 있지 참 행복했지 때론 아픈 날이 있어도 버릴 수 없는 추억이 됐지 가슴 저리는 게 사랑이 아니라 그 누가 뭐라던가, 오 심장이 뛰는데 아프게 뛰는데 이게 사랑인 거야 운명 같은 밤 너를 만나 영원하자고 외쳤던 그 밤 네가 날 잊어도 난 널 꺼내 볼 테니까 언제나 우 예 우우우우 네가 날 잊어도 난 널 꺼내 볼 테니까 언제나 한 장씩 널 기억하며 보낼게 우리 모든 순간 가슴 떨리던 날 모든 날이 따스하게 감싸준 널 사랑했다 운명 같은 밤 너를 만나 셀 수 없이 많은 날 함께 했지 사랑했어요 아주 많이 사진첩 속의 그대여 영원히 기억할게 시간이 지나도 언제나",236.0,234.0,227.0
imase,NIGHT DANCER,"どうでもいいような 夜だけど 響めき 煌めきと君も まだ止まった 刻む針も 入り浸った 散らかる部屋も 変わらないね 思い出しては 二人 歳を重ねてた ah また止まった 落とす針を よく流した 聞き飽きるほど 変わらないね 変わらないで いられたのは 君だけか ah 無駄話で はぐらかして 触れた先を ためらうように 足踏みして ズレた針を余所に 揃い始めてた 息が どうでもいいような 夜だけど 響めき 煌めきと君も ""踊ろう"" どうでもいいような 夜だけど Ah 二人刻もう Tu-tu-lu-tu-lu 透き通った 白い肌も その笑った 無邪気な顔も 変わらないね 変わらないで いられるのは 今だけか ah ah ah 見つめるほどに 溢れる メモリー 浮つく心に コーヒーを 乱れた髪(ヘア)に 掠れたメロディー 混ざりあってよう もう一度 どうでもいいような 夜だけど ときめき 色めきと君も ""踊ろう"" どうでもいいような 夜だけど Ah 二人刻もう Tu-tu-lu-tu-lu 夜は長い おぼつかない 今にも止まりそうな ミュージック 君といたい 溺れてたい 明日がこなくたって もういいの どうでもいいような 夜だけど 響めき 煌めきと君も ""踊ろう"" どうでもいいような 夜だけど ah Ah 愛して どうでもいいから 僕だけを ふらつき よろめきながらも ""踊ろう"" どうでもいいような 夜だけど Ah 二人刻もう 한국어로 번역",251.0,218.0,5.0
NewJeans,Zero,"정말 짜릿했어 어디선가 내게 윙크한 까만 눈동자 Boy, your beautiful eyes got me lost now, yeah, yeah 깜짝 놀라게 하기는 해도 자신만만한 너의 그 태도 Liked you from the get go, cool함은 그대로, 부담감은 '제로' 'Cause you know you're sparkling like a shooting star I can see us going far, 얼마나 상큼할까 We will pop up all around the world (world) 마법 같은 걸 (걸) I'm ready, let's go (go), you already know (know, know, know) That I don't ever want us to be I don't ever want us to be, I don't ever want us to be apart (ye-yeah) I don't ever want us to be, I don't ever want us to be apart 코-코-코-코-코-코 (코) 코카콜라 맛있다, 코카콜라 맛있다 See you looking, catch it, here's your Cola See you looking, catch it, here's your Cola 코카콜라 맛있다, 코카콜라 맛있다 See you looking, catch it, here's your Cola See you looking, catch it, here's your Cola 사실 궁금했어 저기선가 내 눈에 띄던 까만 네 글자 Boy, your stylish glow up got me hooked now, yeah, yeah 살짝 짓궂게 보이긴 해도 완전 달달한 너의 그 애교 Liked you from the get go, sweet함은 그대로, 불안감은 '제로' 'Cause you know you're sparkling like a shooting star I can see us going far, 얼마나 상큼할까 We will pop up all around the world (world) 마법 같은 걸 (걸) I'm ready, let's go (go), you already know (know, know, know) That I don't ever want us to be I don't ever want us to be, I don't ever want us to be apart (ye-yeah) I don't ever want us to be, I don't ever want us to be apart 코-코-코-코-코-코 (코) 코카콜라 맛있다, 코카콜라 맛있다 See you looking, catch it, here's your Cola See you looking, catch it, here's your Cola 코카콜라 맛있다, 코카콜라 맛있다 See you looking, catch it, here's your Cola See you looking, catch it, here's your Cola",200.0,19.0,49.0
Jimin,Face-off,"All right I guess the blame is on me 지금 내 모습을 봐 살아 머저리같이 hmm, uh-huh 사람을 믿는 건 지독한 악몽의 시작인 걸 mhmm Gave you all the money Gave you all my heart Your masquerade party I was fucking drunk, oh 빌어먹을 지난날들도 이젠 끝인걸 아름다운 밤이야 (밤이야) 날 찾은 것 같아 Tonight I don't wanna be sober (sober) Pour it up, it's all fucking over Break it down, break it down 이건 흔한 나의 story Get it out, get it out 미친 듯 소리 질러 다 Yeah, yeah, eh, eh Oh eh, eh, eh, hey-yeah Pour it out, pour it down 이 밤이 다 끝날 때까지 Get it out, get it out 너의 흔적까지 다 Yeah, yeah, eh, eh Oh eh, eh, eh, hey-yeah All right 너의 그 달콤한 말로 내 모든 하나까지 가져가려 애쓰던 걸 Look at yourself 더 많은 걸 원하지 왜 그래도 돼 넌 그게 어울려 babe 그 모습 변치 않길 uh Even though you tеst me 날 시험해도 Even though you kill me 날 더 찔러도 woah I don't carе about you 지옥 같던 그날까지도 아름다운 밤이야 (밤이야) 다 가진 것 같아 Tonight I don't wanna be sober Pour it up, it's all fucking over Break it down, break it down 이건 흔한 나의 story Get it out, get it out 미친 듯 소리 질러 다 Yeah, yeah, eh, eh Oh eh, eh, eh, hey-yeah Pour it out, pour it down 이 밤이 다 끝날 때까지 Get it out, get it out 너의 흔적까지 다 Yeah, yeah, eh, eh Oh eh, eh, eh, hey-yeah",156.0,152.0,151.0
Post Malone,Chemical,"Oxytocin makin' it all okay When I come back down, it doesn't feel the same Now I'm sittin' 'round, waitin' for the world to end all day 'Cause I couldn't leave you if I tried You break me, then I break my rules Last time was the last time too It's fucked up, I know, but I'm still Outside of the party, smokin' in the car with you Seven Nation Army, fightin' at the bar with you Tell you that I'm sorry, tell me what I gotta do 'Cause I can't let go, it's chemical No, I can't let go, it's chemical Every time I'm ready to make a change You turn around and fuck out all my brains (woo) I ain't tryna fight fate, it's too late to save face I can't get away, maybe there's no mistakes (maybe there's no mistakes) You break me, then I break my rules Last time was the last time too It's fucked up, I know, but I'm still Standing outside of the party, smokin' in the car with you Seven Nation Army, fightin' at the bar with you Tell you that I'm sorry, tell me what I gotta do 'Cause I can't let go, it's chemical (chemical) No, I can't let go, it's chemical (chemical) No, I can't let go, it's chemical I can't let go, it's chemical Tell you that I'm sorry, tell me what I gotta do No, I can't let go, it's chemical 한국어로 번역",10.0,12.0,10.0
NMIXX,Love Me Like This,"Love me like this, love me like that Love me like this and I love you right back 뛰는 심장 소릴 따라가 커지는 울림, oh my, oh my God Oh yeah, let me hear you say ""Yeah"" (uh-uh-uh) 숨겨놨던 맘속 deep blue sea 꺼내 펼쳐봐 느껴지는 feels Oh yeah, don't run away, yeah (now, now) 철로 만든 heart, 예쁜 꽃을 피워봐 사막 속에 비를 내려봐 (uh-uh) If you wanna be my lover, 닫힌 맘을 다 깨뜨려 If you wanna, wanna, wanna-wanna-wanna Show me your way 어느 틈에 자라난 이끌림 점을 이어, oh baby 맘속 fireworks (woo), 외쳐 higher hopes 눈을 맞춰, it's so easy, you just gotta Love me like this, love me like that Love me like this, love me like that Love me like this, love me like that Love me like this and I love you right back (right back) Love me like this, love me like that Love me like this, love me like that Love me like this, love me like that Love me like this and I love you right back Oh, 큰 파도가 시작될 걸 (ride now) Buckle up, ready, set, go (let's go!) 이 감정의 폭을 explore 조금 더 거침없이, 빠져 이 fever 그 순간 가슴속에, 넘쳐난 flower 이미 움트고 있던 숨 고장 난 네 맘속의 bloom, oh Show me your way 어느 틈에 연결된 piece of love (oh-oh) 선을 따라가 baby 번진 fireworks, 펼친 higher hopes 손을 뻗어, it's so easy, you just gotta Love me like this (hey), love me like that (hey) Love me like this, love me like that (love me) Love me like this, love me like that (yeah-yeah-yeah-yeah) Love me like this and I love you right back (and I'll love you right back) Love me like this (yuh), love me like that (woo) Love me like this (oh, love), love me like that Love me like this (love me), love me like that Love me like this and I love you right back (yeah) Can you see the paradise? 감각들을 깨워봐 끝내 찾은 missing piece 심장 속을 밝힌 peace 나를 향해 켜진 love 결국 너를 향할 love 너와 내 꿈이 이어져 커져갈 time (love me like this, love me like that) Love me like this (hey), love me like that Love me like this, love me like that Love me like this, love me like that Love me like this and I love you right back Love me like this (yo), love me like that (ayo) Love me like this (oh), love me like that (oh) Love me like this (love me), love me like that (love me) Love me like this and I love you right back Love me like this, love me like that Love me like this, love me like that Love me like this, love me like that Love me like this and I love you right back 한국어로 번역",191.0,194.0,194.0
Lim Young Woong,If We Ever Meet Again,"너를 위해 해 줄 것이 하나 없어서 보낼 수밖에 없었고 니가 없이 사는 법을 알지 못해서 순간순간을 울었다 후회로 가득한 한숨 자락이 시린 바람처럼 가슴 치는 날 그 언젠가 우리 만날 수 있을까? 다시 만날 수 있을까? 그리 좋던 예전처럼, 그때처럼 되돌아갈 수 있을까? 다시 우리가 만나면 무엇을 해야만 할까? 서로를 품에 안고서 하염없이 눈물만 흘려볼까? 붙잡을 마음이야 없었겠냐마는 그때 난 부끄러웠다 떳떳하게 일어나 널 다시 찾아갈 뜨거운 꿈만 꾸었다 둘이 함께했던 순간순간이 시린 폭포처럼 쏟아지는 날 그 언젠가 우리 만날 수 있을까? 다시 만날 수 있을까? 그리 좋던 예전처럼, 그때처럼 되돌아갈 수 있을까? 다시 우리가 만나면 무엇을 해야만 할까? 서로를 품에 안고서 하염없이 눈물만 흘려볼까? 그리운 마음이 서럽게 흘러넘쳐 너에게 닿을 때 우리 만날 수 있을까? 다시 만날 수 있을까? 그리 좋던 예전처럼, 그때처럼 되돌아갈 수 있을까? 다시 우리가 만나면 무엇을 해야만 할까? 서로를 품에 안고서 하염없이 눈물만 흘려볼까?",184.0,153.0,102.0
NewJeans,Attention,"You and me 내 맘이 보이지? 한참을 쳐다봐, 가까이 다가가 you see (ey-yeah) You see (ey, ey, ey, ey) One, two, three 용기가 생겼지 이미 아는 니 눈치 고개를 돌려 천천히, 여기 (mm) You see 여기 보이니? Looking for attention 너야겠어 확실하게 나로 만들겠어 (stop) Ey, drop the question Drop the, drop the question (drop it) Want attention Wanna, want attention You give me butterflies, you know 내 맘은 온통 paradise 꿈에서 깨워주지 마 (ey) You got me looking for attention You got me looking for attention 가끔은 정말 헷갈리지만 분명한 건 Got me looking for attention 널 우연히 마주친 척할래 못 본 척 지나갈래 You're so fine (ey) Gotta, gotta get to know ya 나와, 나와 걸어가 줘 지금 돌아서면 I need ya, need ya, need ya To look at me back Hey 다 들켰었나? 널 보면 하트가 튀어나와 난 사탕을 찾는 baby (baby) 내 맘은 설레이지 Ey, drop the question Drop the, drop the question (just call) Want attention Wanna, want attention You give me butterflies, you know 내 맘은 온통 paradise 꿈에서 깨워주지 마 (uh-huh, one, two, three, ey) You got me looking for attention You got me looking for attention 가끔은 정말 헷갈리지만 분명한 건 Got me looking for attention You got me looking for attention You got me looking for attention 가끔은 정말 헷갈리지만 분명한 건 Got me looking for attention A-T-T-E-N-T-I-ON Attention is what I want A-T-T-E-N-T-I-ON Attention is what I want A-T-T-E-N-T-I-ON Attention is what I want A-T-T-E-N-T-I-ON You got me looking for attention",44.0,54.0,126.0
LE SSERAFIM,ANTIFRAGILE,"Anti-ti-ti-ti fragile, fragile Anti-ti-ti-ti fragile Anti-ti-ti-ti fragile, fragile (Anti-fragile) (Anti-fragile) 가시밭길 위로 riding, you made me boost up (ah-ah-ah-ah) 거짓으로 가득 찬 party 가렵지도 않아 내 뒤에 말들이 많아, 나도 첨 듣는 내 rival 모두 기도해 내 falling 그 손 위로 I'ma jump in Yes, gimme that 걸어봐 위엄 like a lion 눈빛엔 거대한 desire (nan-na-na-eh) 더 부어 gasoline on fire 불길 속에 다시 날아 rising (nan-na-na-eh) 잊지 마, 내가 두고 온 toe shoes 무슨 말이 더 필요해? 무시 마, 내가 걸어온 커리어 I go to ride 'til I die, die 더 높이 가줄게 내가 바랐던 세계 젤 위에 (ah-ah) 떨어져도 돼 I'm anti-fragile, anti-fragile (ah-ah) 난 지금 on my way 갖다버려 줘 너의 fairy tale (ah-ah) Now you know my name I'm anti-fragile, anti-fragile Anti-ti-ti-ti fragile, fragile Anti-ti-ti-ti fragile Anti-ti-ti-ti fragile, fragile (Anti-fragile) (Anti-fragile) Lovey, lovey, lovey Dovey, dovey, dovey 멋대로 정하네 나란 애에 대해 I don't know what to say, I can't feel it 뜨거운 관심은 환영, 귀여운 질투는 go ahead 줄 달린 인형은 no thanks 내 미랠 쓸 나의 노래 Yeah, gimme that 걸어봐 위엄 like a lion 눈빛엔 거대한 desire (nan-na-na-eh) 더 부어 gasoline on fire 불길 속에 다시 날아 rising (nan-na-na-eh) 잊지 마, 내가 두고 온 toe shoes 무슨 말이 더 필요해? 무시 마, 내가 걸어온 커리어 I go to ride 'til I die, die 더 높이 가줄게 내가 바랐던 세계 젤 위에 (ah-ah) 떨어져도 돼 I'm anti-fragile, anti-fragile (ah-ah) 난 지금 on my way 갖다버려 줘 너의 fairy tale (ah-ah) Now you know my name I'm anti-fragile, anti-fragile Anti-ti-ti-ti fragile, fragile Anti-ti-ti-ti fragile Anti-ti-ti-ti fragile, fragile (Anti-fragile) (Anti-fragile) We can break it, baby Rock it, twist it, lock it, baby All I know is you can't chain me 'Cause I'm gonna break out Gonna, gonna break out, out We can break it, baby Rock it, twist it, lock it, baby All I know is you can't chain me 'Cause I'm gonna break out Gonna, gonna break out, out (whoa-uh-oh-oh!) 더 높이 가줄게 내가 바랐던 세계 젤 위에 (ah-ah) 떨어져도 돼 I'm anti-fragile, anti-fragile (ah-ah) 난 지금 on my way 갖다버려 줘 너의 fairy tale (ah-ah) Now you know my name I'm anti-fragile, anti-fragile Anti-ti-ti-ti fragile, fragile Anti-ti-ti-ti fragile Anti-ti-ti-ti fragile, fragile (Anti-fragile) (Anti-fragile)",172.0,16.0,60.0
STAYC,Teddy Bear,"STAYC girls It's going down (STAYC!) 남의 말은 짜릿해, 앞뒤로들, make a fool (hey) 내가 볼 땐 아닌데 자기들만 act so cool (hey) 상상은 자윤데 no way, 진짜라고 믿거든 (hey) 왜 자꾸 돌아가려 해? 답답해, how can I say? 서두르지 마, no hurries Anyway, anyway, 우린 다 이번 생은 처음이잖아 정답은 없어, one hunnit 그런 기대감 내려놔 실망도 크니까 (damn) Quiet, please, 비행기 모드로 편히 앉아 불필요한 말 속으로 내가 원할 때만 버튼, ooh-ooh-ooh, yeah Yeah, yeah, yeah, yeah, 바라만 봐 just like Teddy bear, ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh Teddy bear, ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh Teddy bear, ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh, yeah Pump, pump, pump, pump it up! (Teddy bear) Uh, no, no, no, 멋이 없어 매일매일 똑똑 말로만 so good (uh-huh) 뻔뻔해, 넌 마치 like (JJ!) Bang, bang (ba-ba-ba-ba-ba-ba-ba-bang) Don't talk about it, be about it or you'll lose 욕심이 과해, always wake it up, it's your 꿈 서두르지 마, no hurries Anyway, anyway, 우린 다 이번 생은 처음이잖아 정답은 없어, one hunnit 그런 기대감 내려놔 실망도 크니까 (damn) Quiet, please, 비행기 모드로 편히 앉아 불필요한 말 속으로 내가 원할 때만 버튼, ooh-ooh-ooh, yeah Yеah, yeah, yeah, yeah, 바라만 봐 just likе Teddy bear, ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh Teddy bear, ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh Teddy bear, ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh, yeah Pump, pump, pump, pump it up! (Teddy bear) 모드를 확실히 해 걱정이 아니면 참견, call it now, call it now 질투일지도 몰라 잘 하고 있는 건 나, so keep it down 네가 원하는 건 뭘까? Ooh, whoa, whoa Quiet, please, 비행기 모드로 편히 앉아 불필요한 말 속으로 내가 원할 때만 버튼, ooh-ooh-ooh, yeah Yeah, yeah, yeah, yeah, 바라만 봐 just like Teddy bear, ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh Teddy bear, ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh Teddy bear, ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh, yeah Pump, pump, pump, pump it up! (Teddy bear)",20.0,20.0,20.0
Lim Young Woong,Rainbow,"오늘 하루 어땠었나요 많이 힘들었나요? 쉬지 않고 달려왔던 길에서 나와 함께 쉬어가요 yeah 그냥 아무런 준비도 없이 떠나볼까요? 평범해도 좋으니까 우리 함께 가요 뚜뚜루뚜뚜 행복 가득 담은 배낭 하나 메고서 답답했던 일상과 도심을 벗어나 뚜뚜룹뚜, 뚜뚜룹뚜 떠나볼래요 힘껏 살다 보니 무뎌져 헝클어진 머리도 (oh, oh, oh, ooh) 괜찮다며 그댈 안아줄 사람 바로 그대 곁에 있죠 까만 선글라스 하나 챙겨서 떠나볼까요? 평범해도 좋으니까 우리 함께 가요 뚜뚜루뚜뚜 행복 가득 담은 배낭 하나 메고서 답답했던 일상과 도심을 벗어나 뚜뚜룹뚜, 뚜뚜룹뚜 떠나볼래요 빠랍-빠랍-빠랍-빠랍-빱빠 빱빠랍빱-빱빠밥빠 우리 함께 가요 (오-오우-오-오) 뚜뚜루뚜뚜 행복 가득 담은 배낭 하나 메고서 답답했던 일상과 도심을 벗어나 뚜뚜룹뚜, 뚜뚜룹뚜 떠나볼래요 우리 함께 가요 뚜뚜루뚜뚜 뚜뚜룹뚜, 뚜뚜룹뚜 떠나볼래요 뚜뚜룹뚜, 뚜뚜룹뚜 떠나볼래요 뚜뚜룹뚜, 뚜뚜룹뚜 지금 떠나요",184.0,153.0,102.0
IVE,After LIKE,"또 모르지 내 마음이 저 날씨처럼 바뀔지 날 나조차 다 알 수 없으니 (나나나나나나) 그게 뭐가 중요하니 지금 네게 완전히 푹 빠졌단 게 중요한 거지 (나나나나나나) 아마 꿈만 같겠지만 분명 꿈이 아니야 달리 설명할 수 없는 이건 사랑일거야 방금 내가 말한 감정 감히 의심하지 마 그냥 좋다는 게 아냐 (what's after 'Like'?) You and I It's more than 'Like' L 다음 또 O 다음 난 yeah, yeah, yeah You and I It's more than 'Like' (like) What's after 'Like'? What's after 'Like'? 조심해 두 심장에 핀 새파란 이 불꽃이 저 태양보다 뜨거울 테니 (나나나나나) 난 저 위로 또 아래로 내 그래프는 폭이 커 Yeah, that's me (yeah, that's me) 두 번 세 번 피곤하게 자꾸 질문하지 마 내 장점이 뭔지 알아? 바로 솔직한 거야 방금 내가 말한 감정 감히 의심하지 마 (우우우우우) 그냥 좋다는 게 아냐 what's after 'Like'? You and I It's more than 'Like' L 다음 또 O 다음 난 yeah, yeah, yeah You and I It's more than 'Like' What's after 'Like'? What's after 'Like'? What after like 내 맘에 strike 지금 느낀 짜릿함은 마치 tike L-O 다음에 I 그 다음에 V-E 여긴 너와 내 space 아무도 막지 못해 나를 보면 눈 깜빡할 시간조차도 아까울 걸 드디어 만나 반가워 (what's after 'Like'?) L-O-V-E 사이 놓일 I (what's after 'Like'?) You and I It's more than 'Like' E 앞 또 V 앞 난 yeah, yeah, yeah You and I It's more than 'Like' (like) What's after 'Like'? You and I It's more than 'Like' L 다음 또 O 다음 난 yeah, yeah, yeah You and I It's more than 'Like' (like) What's after 'Like'? What's after 'Like'?",52.0,250.0,19.0
